macrorep,simulator,budget,comparison,delta_coverage,delta_coverage_interval,delta_width,delta_interval_score,delta_mean_group_coverage_gap,delta_worst_group_coverage_gap
2,raised_floor_t3,1000,plugin_sd_nw_minus_fixed,-0.0030000000000000027,-0.0050000000000000044,-0.16931942418750667,-0.058235081083119145,-0.0010000000000000009,0.0
2,raised_floor_t3,1000,oracle_minus_fixed,-0.01100000000000001,-0.01200000000000001,-0.10667276769390677,-0.11567713684638825,0.000999999999999994,-0.009999999999999995
3,mm1_sojourn,100,plugin_sd_nw_minus_oracle,-0.01100000000000001,-0.01200000000000001,0.15529315486515127,0.37920231038977903,0.023000000000000003,0.15
3,mm1_sojourn,100,plugin_sd_nw_minus_fixed,0.007000000000000006,0.051000000000000045,-1.4459939046102095,0.9192823882737375,0.009000000000000001,0.09
3,mm1_sojourn,100,oracle_minus_fixed,0.018000000000000016,0.06300000000000006,-1.6012870594753608,0.5400800778839585,-0.014000000000000002,-0.06
3,mm1_sojourn,250,plugin_sd_nw_minus_oracle,-0.0040000000000000036,-0.0030000000000000027,-0.27527484005747027,0.377402897457241,0.014000000000000103,9.71445146547012e-17
3,mm1_sojourn,250,plugin_sd_nw_minus_fixed,0.0010000000000000009,0.018000000000000016,0.39574899971670696,1.8666192549919831,0.009000000000000098,-0.019999999999999893
3,mm1_sojourn,250,oracle_minus_fixed,0.0050000000000000044,0.02100000000000002,0.6710238397741772,1.4892163575347421,-0.0050000000000000044,-0.01999999999999999
3,mm1_sojourn,500,plugin_sd_nw_minus_oracle,-0.0010000000000000009,0.0010000000000000009,-0.22269375363475774,0.31806524861841545,0.002999999999999999,0.019999999999999997
3,mm1_sojourn,500,plugin_sd_nw_minus_fixed,0.0,0.051000000000000045,-0.9779080730040235,2.1867141561991534,0.0,0.0
3,mm1_sojourn,500,oracle_minus_fixed,0.0010000000000000009,0.050000000000000044,-0.7552143193692658,1.868648907580738,-0.002999999999999999,-0.019999999999999997
3,mm1_sojourn,1000,plugin_sd_nw_minus_oracle,0.0050000000000000044,0.007000000000000006,-0.1257137497849774,0.12452111545122335,0.0030000000000001,0.0
3,mm1_sojourn,1000,plugin_sd_nw_minus_fixed,0.007000000000000006,0.049000000000000044,0.2215413518566267,1.862048397467472,-0.002999999999999902,0.010000000000000002
3,mm1_sojourn,1000,oracle_minus_fixed,0.0020000000000000018,0.04200000000000004,0.3472551016416041,1.7375272820162486,-0.006000000000000002,0.010000000000000002
3,raised_floor_gauss,100,plugin_sd_nw_minus_oracle,0.014000000000000012,0.016000000000000014,0.16053620610168018,0.6318415697099482,0.049999999999999996,0.07000000000000012
3,raised_floor_gauss,100,plugin_sd_nw_minus_fixed,0.013000000000000012,0.014000000000000012,0.026402235548953268,0.07702841042642161,0.0030000000000001,-0.01999999999999999
3,raised_floor_gauss,100,oracle_minus_fixed,-0.0010000000000000009,-0.0020000000000000018,-0.1341339705527269,-0.5548131592835266,-0.046999999999999896,-0.09000000000000011
