macrorep,simulator,budget,comparison,delta_max_pairwise_score_ks,delta_mean_pairwise_score_ks,delta_bin_mean_score_range
5,raised_floor_gauss,250,plugin_sd_nw_minus_oracle,0.2,0.0848888888888889,0.04951012557224507
5,raised_floor_gauss,250,plugin_sd_nw_minus_fixed,-0.039999999999999925,-0.004222222222222183,-0.07272000141233231
5,raised_floor_gauss,250,oracle_minus_fixed,-0.23999999999999994,-0.08911111111111109,-0.12223012698457739
5,raised_floor_gauss,500,plugin_sd_nw_minus_oracle,0.27,0.12199999999999994,0.06155654366874766
5,raised_floor_gauss,500,plugin_sd_nw_minus_fixed,-0.010000000000000009,0.01177777777777772,-0.03376386300388351
5,raised_floor_gauss,500,oracle_minus_fixed,-0.28,-0.11022222222222222,-0.09532040667263117
5,raised_floor_gauss,1000,plugin_sd_nw_minus_oracle,0.14,0.07222222222222222,0.04493289654460551
5,raised_floor_gauss,1000,plugin_sd_nw_minus_fixed,-0.06,-0.012666666666666632,-0.04935466466250203
5,raised_floor_gauss,1000,oracle_minus_fixed,-0.2,-0.08488888888888885,-0.09428756120710755
5,raised_floor_t3,100,plugin_sd_nw_minus_oracle,0.43,0.1942222222222222,0.10589051848313359
5,raised_floor_t3,100,plugin_sd_nw_minus_fixed,0.07999999999999996,0.06066666666666665,-0.0363812532681356
5,raised_floor_t3,100,oracle_minus_fixed,-0.35000000000000003,-0.13355555555555557,-0.1422717717512692
5,raised_floor_t3,250,plugin_sd_nw_minus_oracle,0.21000000000000008,0.10399999999999998,0.07940336445528137
5,raised_floor_t3,250,plugin_sd_nw_minus_fixed,-0.07999999999999996,-0.06044444444444452,-0.06819874600315867
5,raised_floor_t3,250,oracle_minus_fixed,-0.29000000000000004,-0.1644444444444445,-0.14760211045844004
5,raised_floor_t3,500,plugin_sd_nw_minus_oracle,0.11999999999999994,0.046222222222222165,0.02468333932687361
5,raised_floor_t3,500,plugin_sd_nw_minus_fixed,-0.10999999999999999,-0.07400000000000001,-0.09186010810107406
5,raised_floor_t3,500,oracle_minus_fixed,-0.22999999999999993,-0.12022222222222217,-0.11654344742794767
5,raised_floor_t3,1000,plugin_sd_nw_minus_oracle,0.09000000000000008,0.06222222222222221,0.043939088847826185
5,raised_floor_t3,1000,plugin_sd_nw_minus_fixed,-0.17999999999999994,-0.0815555555555556,-0.09229699547169701
5,raised_floor_t3,1000,oracle_minus_fixed,-0.27,-0.1437777777777778,-0.1362360843195232
6,mm1_sojourn,100,plugin_sd_nw_minus_oracle,-0.030000000000000027,0.006444444444444447,-0.0011643258181221056
6,mm1_sojourn,100,plugin_sd_nw_minus_fixed,-0.09000000000000002,-0.05133333333333334,-0.04387003795873348
6,mm1_sojourn,100,oracle_minus_fixed,-0.06,-0.05777777777777779,-0.04270571214061138
6,mm1_sojourn,250,plugin_sd_nw_minus_oracle,0.07,0.032222222222222235,0.007081633069445106
6,mm1_sojourn,250,plugin_sd_nw_minus_fixed,0.09,0.02733333333333332,-0.005182248333949674
6,mm1_sojourn,250,oracle_minus_fixed,0.01999999999999999,-0.004888888888888915,-0.01226388140339478
6,mm1_sojourn,500,plugin_sd_nw_minus_oracle,0.019999999999999962,0.02266666666666664,0.015147702583852493
6,mm1_sojourn,500,plugin_sd_nw_minus_fixed,0.0,0.016222222222222193,-0.012064984217860591
6,mm1_sojourn,500,oracle_minus_fixed,-0.019999999999999962,-0.006444444444444447,-0.027212686801713085
6,mm1_sojourn,1000,plugin_sd_nw_minus_oracle,0.09000000000000002,0.041111111111111126,0.007314613384726554
6,mm1_sojourn,1000,plugin_sd_nw_minus_fixed,0.13,0.044888888888888895,-0.004116173737291506
6,mm1_sojourn,1000,oracle_minus_fixed,0.03999999999999998,0.003777777777777769,-0.01143078712201806
6,raised_floor_gauss,100,plugin_sd_nw_minus_oracle,0.33,0.12288888888888896,0.06326213394550344
6,raised_floor_gauss,100,plugin_sd_nw_minus_fixed,0.050000000000000044,0.008666666666666656,-0.055997365590268106
6,raised_floor_gauss,100,oracle_minus_fixed,-0.27999999999999997,-0.11422222222222231,-0.11925949953577154
6,raised_floor_gauss,250,plugin_sd_nw_minus_oracle,0.26,0.13622222222222222,0.07108369244149838
6,raised_floor_gauss,250,plugin_sd_nw_minus_fixed,0.020000000000000018,0.0188888888888889,-0.040876379262906604
6,raised_floor_gauss,250,oracle_minus_fixed,-0.24,-0.11733333333333332,-0.11196007170440499
6,raised_floor_gauss,500,plugin_sd_nw_minus_oracle,0.19,0.10422222222222219,0.06324792352722138
6,raised_floor_gauss,500,plugin_sd_nw_minus_fixed,0.010000000000000009,0.022888888888888903,-0.023104146958422098
6,raised_floor_gauss,500,oracle_minus_fixed,-0.18,-0.08133333333333329,-0.08635207048564347
6,raised_floor_gauss,1000,plugin_sd_nw_minus_oracle,0.30000000000000004,0.10333333333333333,0.06566331565205138
6,raised_floor_gauss,1000,plugin_sd_nw_minus_fixed,0.040000000000000036,0.01844444444444454,-0.03278133290951371
6,raised_floor_gauss,1000,oracle_minus_fixed,-0.26,-0.08488888888888879,-0.0984446485615651
6,raised_floor_t3,100,plugin_sd_nw_minus_oracle,0.44000000000000006,0.20000000000000004,0.1279907972817254
6,raised_floor_t3,100,plugin_sd_nw_minus_fixed,0.15000000000000002,0.07644444444444454,0.02657211899574169
6,raised_floor_t3,100,oracle_minus_fixed,-0.29000000000000004,-0.1235555555555555,-0.10141867828598371
